"","species_common_name","period","ace_transfer_price","starting_year"
"105","Blue Mackerel","Starting Oct 2006",0.1269,"2006"
"106","Blue Mackerel","Starting Oct 2007",0.10375,"2007"
"107","Blue Mackerel","Starting Oct 2008",0.10215,"2008"
"108","Blue Mackerel","Starting Oct 2009",0.104675,"2009"
"109","Blue Mackerel","Starting Oct 2010",0.088575,"2010"
"110","Blue Mackerel","Starting Oct 2011",0.09885,"2011"
"111","Blue Mackerel","Starting Oct 2012",0.111066666666667,"2012"
"112","Blue Mackerel","Starting Oct 2013",0.103575,"2013"
"113","Blue Mackerel","Starting Oct 2014",0.097675,"2014"
"114","Blue Mackerel","Starting Oct 2015",0.111125,"2015"
"115","Blue Mackerel","Starting Oct 2016",0.105133333333333,"2016"
"116","Blue Mackerel","Starting Oct 2017",0.101525,"2017"
"117","Blue Mackerel","Starting Oct 2018",0.102133333333333,"2018"
"118","Blue Mackerel","Starting Oct 2019",0.104833333333333,"2019"
"119","Blue Mackerel","Starting Oct 2020",0.0969,"2020"
"120","Blue Mackerel","Starting Oct 2021",0.0922,"2021"
"121","Blue Moki","Starting Oct 2001",0.22765,"2001"
"122","Blue Moki","Starting Oct 2002",0.2487,"2002"
"123","Blue Moki","Starting Oct 2003",0.2484,"2003"
"124","Blue Moki","Starting Oct 2004",0.221975,"2004"
"125","Blue Moki","Starting Oct 2005",0.23355,"2005"
"126","Blue Moki","Starting Oct 2006",0.245575,"2006"
"127","Blue Moki","Starting Oct 2007",0.27815,"2007"
"128","Blue Moki","Starting Oct 2008",0.310333333333333,"2008"
"129","Blue Moki","Starting Oct 2009",0.2895,"2009"
"130","Blue Moki","Starting Oct 2010",0.340133333333333,"2010"
"131","Blue Moki","Starting Oct 2011",0.324675,"2011"
"132","Blue Moki","Starting Oct 2012",0.59,"2012"
"133","Blue Moki","Starting Oct 2013",0.522366666666667,"2013"
"134","Blue Moki","Starting Oct 2014",0.54435,"2014"
"135","Blue Moki","Starting Oct 2015",0.5265,"2015"
"136","Blue Moki","Starting Oct 2016",0.424166666666667,"2016"
"137","Blue Moki","Starting Oct 2017",0.450533333333333,"2017"
"138","Blue Moki","Starting Oct 2018",0.442275,"2018"
"139","Blue Moki","Starting Oct 2019",0.456733333333333,"2019"
"140","Blue Moki","Starting Oct 2020",0.462825,"2020"
"141","Blue Moki","Starting Oct 2021",0.524133333333333,"2021"
"142","Blue shark","Starting Oct 2004",0.067,"2004"
"143","Blue shark","Starting Oct 2005",0.0519,"2005"
"144","Blue shark","Starting Oct 2006",0.0597,"2006"
"145","Blue shark","Starting Oct 2007",0.0605,"2007"
"146","Blue shark","Starting Oct 2008",0.0628,"2008"
"147","Blue shark","Starting Oct 2009",0.0494,"2009"
"148","Blue shark","Starting Oct 2010",0.0538,"2010"
"149","Blue shark","Starting Oct 2011",0.0551,"2011"
"150","Blue shark","Starting Oct 2012",0.0512,"2012"
"151","Blue shark","Starting Oct 2013",0.0504,"2013"
"152","Blue shark","Starting Oct 2014",0.0496,"2014"
"153","Blue shark","Starting Oct 2015",0.068,"2015"
"154","Blue shark","Starting Oct 2016",0.0836,"2016"
"155","Blue shark","Starting Oct 2017",0.0732,"2017"
"156","Blue shark","Starting Oct 2018",0.0487,"2018"
"157","Blue shark","Starting Oct 2019",0.0493,"2019"
"158","Blue shark","Starting Oct 2020",0.0402,"2020"
"159","Blue shark","Starting Oct 2021",0.0503,"2021"
"160","Blue Warehou","Starting Oct 2001",0.3612,"2001"
"161","Blue Warehou","Starting Oct 2002",0.31594,"2002"
"162","Blue Warehou","Starting Oct 2003",0.36622,"2003"
"163","Blue Warehou","Starting Oct 2004",0.32326,"2004"
"164","Blue Warehou","Starting Oct 2005",0.41978,"2005"
"165","Blue Warehou","Starting Oct 2006",0.3257,"2006"
"166","Blue Warehou","Starting Oct 2007",0.50136,"2007"
"167","Blue Warehou","Starting Oct 2008",0.55436,"2008"
"168","Blue Warehou","Starting Oct 2009",0.332575,"2009"
"169","Blue Warehou","Starting Oct 2010",0.2987,"2010"
"170","Blue Warehou","Starting Oct 2011",0.328475,"2011"
"171","Blue Warehou","Starting Oct 2012",0.354775,"2012"
"172","Blue Warehou","Starting Oct 2013",0.317875,"2013"
"173","Blue Warehou","Starting Oct 2014",0.30635,"2014"
"174","Blue Warehou","Starting Oct 2015",0.400333333333333,"2015"
"175","Blue Warehou","Starting Oct 2016",0.462775,"2016"
"176","Blue Warehou","Starting Oct 2017",0.306333333333333,"2017"
"177","Blue Warehou","Starting Oct 2018",0.333766666666667,"2018"
"178","Blue Warehou","Starting Oct 2019",0.30755,"2019"
"179","Blue Warehou","Starting Oct 2020",0.3411,"2020"
"180","Blue Warehou","Starting Oct 2021",0.2852,"2021"
"181","Bluenose","Starting Oct 2001",1.2066,"2001"
"182","Bluenose","Starting Oct 2002",1.2853,"2002"
"183","Bluenose","Starting Oct 2003",1.23392,"2003"
"184","Bluenose","Starting Oct 2004",1.06796,"2004"
"185","Bluenose","Starting Oct 2005",1.2818,"2005"
"186","Bluenose","Starting Oct 2006",1.20832,"2006"
"187","Bluenose","Starting Oct 2007",1.21642,"2007"
"188","Bluenose","Starting Oct 2008",1.45626,"2008"
"189","Bluenose","Starting Oct 2009",1.47972,"2009"
"190","Bluenose","Starting Oct 2010",1.48908,"2010"
"191","Bluenose","Starting Oct 2011",1.61584,"2011"
"192","Bluenose","Starting Oct 2012",1.78646,"2012"
"193","Bluenose","Starting Oct 2013",1.91156,"2013"
"194","Bluenose","Starting Oct 2014",1.89,"2014"
"195","Bluenose","Starting Oct 2015",2.0152,"2015"
"196","Bluenose","Starting Oct 2016",2.10554,"2016"
"197","Bluenose","Starting Oct 2017",2.3465,"2017"
"198","Bluenose","Starting Oct 2018",2.30976,"2018"
"199","Bluenose","Starting Oct 2019",2.39814,"2019"
"200","Bluenose","Starting Oct 2020",1.88594,"2020"
"201","Bluenose","Starting Oct 2021",2.30442,"2021"
"202","Butterfish","Starting Oct 2002",1.16323333333333,"2002"
"203","Butterfish","Starting Oct 2003",0.970675,"2003"
"204","Butterfish","Starting Oct 2004",0.96715,"2004"
"205","Butterfish","Starting Oct 2005",1.037725,"2005"
"206","Butterfish","Starting Oct 2006",0.90725,"2006"
"207","Butterfish","Starting Oct 2007",0.993675,"2007"
"208","Butterfish","Starting Oct 2008",1.0119,"2008"
"209","Butterfish","Starting Oct 2009",1.22263333333333,"2009"
"210","Butterfish","Starting Oct 2010",1.130625,"2010"
"211","Butterfish","Starting Oct 2011",0.93985,"2011"
"212","Butterfish","Starting Oct 2012",0.98305,"2012"
"213","Butterfish","Starting Oct 2013",1.105,"2013"
"214","Butterfish","Starting Oct 2014",0.877975,"2014"
"215","Butterfish","Starting Oct 2015",0.880225,"2015"
"216","Butterfish","Starting Oct 2016",0.862525,"2016"
"217","Butterfish","Starting Oct 2017",0.9808,"2017"
"218","Butterfish","Starting Oct 2018",1.010375,"2018"
"219","Butterfish","Starting Oct 2019",0.84272,"2019"
"220","Butterfish","Starting Oct 2020",1.091525,"2020"
"221","Butterfish","Starting Oct 2021",1.077175,"2021"
"222","Cardinalfish","Starting Oct 2001",0.125357142857143,"2001"
"223","Cardinalfish","Starting Oct 2002",0.112,"2002"
"224","Cardinalfish","Starting Oct 2003",0.0997857142857143,"2003"
"225","Cardinalfish","Starting Oct 2004",0.107042857142857,"2004"
"226","Cardinalfish","Starting Oct 2005",0.127575,"2005"
"227","Cardinalfish","Starting Oct 2006",0.145071428571429,"2006"
"228","Cardinalfish","Starting Oct 2007",0.1336625,"2007"
"229","Cardinalfish","Starting Oct 2008",0.138,"2008"
"230","Cardinalfish","Starting Oct 2009",0.1111,"2009"
"231","Cardinalfish","Starting Oct 2010",0.127583333333333,"2010"
"232","Cardinalfish","Starting Oct 2011",0.1243,"2011"
"233","Cardinalfish","Starting Oct 2012",0.1169,"2012"
"234","Cardinalfish","Starting Oct 2013",0.123533333333333,"2013"
"235","Cardinalfish","Starting Oct 2014",0.119857142857143,"2014"
"236","Cardinalfish","Starting Oct 2015",0.120633333333333,"2015"
"237","Cardinalfish","Starting Oct 2016",0.1358,"2016"
"238","Cardinalfish","Starting Oct 2017",0.12012,"2017"
"239","Cardinalfish","Starting Oct 2018",0.1269375,"2018"
"240","Cardinalfish","Starting Oct 2019",0.190466666666667,"2019"
"241","Cardinalfish","Starting Oct 2020",0.141625,"2020"
"242","Cardinalfish","Starting Oct 2021",0.1516,"2021"
"243","Cockle","Starting Oct 2002",0.8012,"2002"
"244","Cockle","Starting Oct 2003",0.8074,"2003"
"245","Cockle","Starting Oct 2004",1,"2004"
"246","Cockle","Starting Oct 2006",1.0523,"2006"
"247","Cockle","Starting Oct 2010",1.0141,"2010"
"248","Dredge Oyster","Starting Oct 2001",0.29,"2001"
"249","Dredge Oyster","Starting Oct 2002",0.3342,"2002"
"250","Dredge Oyster","Starting Oct 2003",0.3816,"2003"
"251","Dredge Oyster","Starting Oct 2004",0.3169,"2004"
"252","Dredge Oyster","Starting Oct 2006",0.2345,"2006"
"253","Dredge Oyster","Starting Oct 2007",1.0197,"2007"
"254","Dredge Oyster","Starting Oct 2008",0.2201,"2008"
"255","Dredge Oyster","Starting Oct 2009",0.2257,"2009"
"256","Dredge Oyster","Starting Oct 2010",0.2204,"2010"
"257","Dredge Oyster","Starting Oct 2011",0.2221,"2011"
"258","Dredge Oyster","Starting Oct 2012",0.2121,"2012"
"259","Dredge Oyster","Starting Oct 2013",0.2127,"2013"
"260","Dredge Oyster","Starting Oct 2014",0.2144,"2014"
"261","Dredge Oyster","Starting Oct 2015",0.2135,"2015"
"262","Dredge Oyster","Starting Oct 2016",0.2353,"2016"
"263","Dredge Oyster","Starting Oct 2017",0.245,"2017"
"264","Dredge Oyster","Starting Oct 2018",0.2447,"2018"
"265","Dredge Oyster","Starting Oct 2019",0.2412,"2019"
"266","Dredge Oyster","Starting Oct 2020",0.2405,"2020"
"267","Elephant Fish","Starting Oct 2001",0.4686,"2001"
"268","Elephant Fish","Starting Oct 2002",0.62858,"2002"
"269","Elephant Fish","Starting Oct 2003",0.71504,"2003"
"270","Elephant Fish","Starting Oct 2004",0.59184,"2004"
"271","Elephant Fish","Starting Oct 2005",0.64214,"2005"
"272","Elephant Fish","Starting Oct 2006",0.58458,"2006"
"273","Elephant Fish","Starting Oct 2007",0.51426,"2007"
"274","Elephant Fish","Starting Oct 2008",0.54592,"2008"
"275","Elephant Fish","Starting Oct 2009",0.54188,"2009"
"276","Elephant Fish","Starting Oct 2010",0.60104,"2010"
"277","Elephant Fish","Starting Oct 2011",0.58248,"2011"
"278","Elephant Fish","Starting Oct 2012",0.5525,"2012"
"279","Elephant Fish","Starting Oct 2013",0.715525,"2013"
"280","Elephant Fish","Starting Oct 2014",0.669975,"2014"
"281","Elephant Fish","Starting Oct 2015",0.5757,"2015"
"282","Elephant Fish","Starting Oct 2016",0.63895,"2016"
"283","Elephant Fish","Starting Oct 2017",0.6149,"2017"
"284","Elephant Fish","Starting Oct 2018",0.71766,"2018"
"285","Elephant Fish","Starting Oct 2019",0.655225,"2019"
"286","Elephant Fish","Starting Oct 2020",0.621925,"2020"
"287","Elephant Fish","Starting Oct 2021",0.65715,"2021"
"288","Flatfish","Starting Oct 2001",0.49175,"2001"
"289","Flatfish","Starting Oct 2002",0.5563,"2002"
"290","Flatfish","Starting Oct 2003",0.567425,"2003"
"291","Flatfish","Starting Oct 2004",0.57295,"2004"
"292","Flatfish","Starting Oct 2005",0.58265,"2005"
"293","Flatfish","Starting Oct 2006",0.561075,"2006"
"294","Flatfish","Starting Oct 2007",0.580975,"2007"
"295","Flatfish","Starting Oct 2008",0.67,"2008"
"296","Flatfish","Starting Oct 2009",0.476775,"2009"
"297","Flatfish","Starting Oct 2010",0.5135,"2010"
"298","Flatfish","Starting Oct 2011",0.724875,"2011"
"299","Flatfish","Starting Oct 2012",0.560433333333333,"2012"
"300","Flatfish","Starting Oct 2013",0.512266666666667,"2013"
"301","Flatfish","Starting Oct 2014",0.521466666666667,"2014"
"302","Flatfish","Starting Oct 2015",0.491625,"2015"
"303","Flatfish","Starting Oct 2016",0.5902,"2016"
"304","Flatfish","Starting Oct 2017",0.679225,"2017"
"305","Flatfish","Starting Oct 2018",0.683975,"2018"
"306","Flatfish","Starting Oct 2019",0.777666666666667,"2019"
"307","Flatfish","Starting Oct 2020",0.6867,"2020"
"308","Flatfish","Starting Oct 2021",1.16605,"2021"
"309","Frostfish","Starting Oct 2001",0.0554777777777778,"2001"
"310","Frostfish","Starting Oct 2002",0.0595714285714286,"2002"
"311","Frostfish","Starting Oct 2003",0.0517571428571429,"2003"
"312","Frostfish","Starting Oct 2004",0.0480625,"2004"
"313","Frostfish","Starting Oct 2005",0.0431142857142857,"2005"
"314","Frostfish","Starting Oct 2006",0.0731444444444444,"2006"
"315","Frostfish","Starting Oct 2007",0.0754777777777778,"2007"
"316","Frostfish","Starting Oct 2008",0.0689888888888889,"2008"
"317","Frostfish","Starting Oct 2009",0.0663333333333333,"2009"
"318","Frostfish","Starting Oct 2010",0.0739555555555556,"2010"
"319","Frostfish","Starting Oct 2011",0.0813888888888889,"2011"
"320","Frostfish","Starting Oct 2012",0.0753875,"2012"
"321","Frostfish","Starting Oct 2013",0.0807,"2013"
"322","Frostfish","Starting Oct 2014",0.0735444444444444,"2014"
"323","Frostfish","Starting Oct 2015",0.0698142857142857,"2015"
"324","Frostfish","Starting Oct 2016",0.0911428571428572,"2016"
"325","Frostfish","Starting Oct 2017",0.080525,"2017"
"326","Frostfish","Starting Oct 2018",0.0686285714285714,"2018"
"327","Frostfish","Starting Oct 2019",0.07372,"2019"
"328","Frostfish","Starting Oct 2020",0.0606428571428571,"2020"
"329","Frostfish","Starting Oct 2021",0.063075,"2021"
"330","Garfish","Starting Oct 2002",1.00405,"2002"
"331","Garfish","Starting Oct 2003",1.153,"2003"
"332","Garfish","Starting Oct 2004",1.05196666666667,"2004"
"333","Garfish","Starting Oct 2005",1.01235,"2005"
"334","Garfish","Starting Oct 2006",0.95705,"2006"
"335","Garfish","Starting Oct 2007",0.973,"2007"
"336","Garfish","Starting Oct 2008",0.645,"2008"
"337","Garfish","Starting Oct 2009",0.5234,"2009"
"338","Garfish","Starting Oct 2010",0.6537,"2010"
"339","Garfish","Starting Oct 2011",0.61,"2011"
"340","Garfish","Starting Oct 2012",0.5461,"2012"
"341","Garfish","Starting Oct 2013",0.5138,"2013"
"342","Garfish","Starting Oct 2014",0.5981,"2014"
"343","Garfish","Starting Oct 2015",0.5111,"2015"
"344","Garfish","Starting Oct 2016",0.8067,"2016"
"345","Garfish","Starting Oct 2017",0.5312,"2017"
"346","Garfish","Starting Oct 2018",0.9685,"2018"
"347","Garfish","Starting Oct 2019",1.0479,"2019"
"348","Garfish","Starting Oct 2020",0.8744,"2020"
"349","Garfish","Starting Oct 2021",0.9964,"2021"
"350","Gemfish","Starting Oct 2001",0.780225,"2001"
"351","Gemfish","Starting Oct 2002",0.85015,"2002"
"352","Gemfish","Starting Oct 2003",0.946875,"2003"
"353","Gemfish","Starting Oct 2004",0.924575,"2004"
"354","Gemfish","Starting Oct 2005",0.868025,"2005"
"355","Gemfish","Starting Oct 2006",0.71925,"2006"
"356","Gemfish","Starting Oct 2007",0.96805,"2007"
"357","Gemfish","Starting Oct 2008",0.73565,"2008"
"358","Gemfish","Starting Oct 2009",0.656675,"2009"
"359","Gemfish","Starting Oct 2010",0.743325,"2010"
"360","Gemfish","Starting Oct 2011",0.825025,"2011"
"361","Gemfish","Starting Oct 2012",0.664925,"2012"
"362","Gemfish","Starting Oct 2013",0.74245,"2013"
"363","Gemfish","Starting Oct 2014",0.740775,"2014"
"364","Gemfish","Starting Oct 2015",0.6134,"2015"
"365","Gemfish","Starting Oct 2016",0.67535,"2016"
"366","Gemfish","Starting Oct 2017",0.763925,"2017"
"367","Gemfish","Starting Oct 2018",0.74675,"2018"
"368","Gemfish","Starting Oct 2019",0.7652,"2019"
"369","Gemfish","Starting Oct 2020",0.732825,"2020"
"370","Gemfish","Starting Oct 2021",0.90185,"2021"
"371","Ghost Shark","Starting Oct 2001",0.0809111111111111,"2001"
"372","Ghost Shark","Starting Oct 2002",0.0734111111111111,"2002"
"373","Ghost Shark","Starting Oct 2003",0.0667,"2003"
"374","Ghost Shark","Starting Oct 2004",0.0657666666666667,"2004"
"375","Ghost Shark","Starting Oct 2005",0.0657666666666667,"2005"
"376","Ghost Shark","Starting Oct 2006",0.130544444444444,"2006"
"377","Ghost Shark","Starting Oct 2007",0.109788888888889,"2007"
"378","Ghost Shark","Starting Oct 2008",0.119533333333333,"2008"
"379","Ghost Shark","Starting Oct 2009",0.128988888888889,"2009"
"380","Ghost Shark","Starting Oct 2010",0.1282,"2010"
"381","Ghost Shark","Starting Oct 2011",0.1309,"2011"
"382","Ghost Shark","Starting Oct 2012",0.133525,"2012"
"383","Ghost Shark","Starting Oct 2013",0.118122222222222,"2013"
"384","Ghost Shark","Starting Oct 2014",0.1154,"2014"
"385","Ghost Shark","Starting Oct 2015",0.114811111111111,"2015"
"386","Ghost Shark","Starting Oct 2016",0.1126,"2016"
"387","Ghost Shark","Starting Oct 2017",0.106355555555556,"2017"
"388","Ghost Shark","Starting Oct 2018",0.1101,"2018"
"389","Ghost Shark","Starting Oct 2019",0.114975,"2019"
"390","Ghost Shark","Starting Oct 2020",0.126811111111111,"2020"
"391","Ghost Shark","Starting Oct 2021",0.135225,"2021"
"392","Green-lipped mussel","Starting Oct 2004",0.49845,"2004"
"393","Green-lipped mussel","Starting Oct 2005",1.0701,"2005"
"394","Green-lipped mussel","Starting Oct 2006",0.9761,"2006"
"395","Green-lipped mussel","Starting Oct 2007",0.4029,"2007"
"396","Green-lipped mussel","Starting Oct 2008",0.32425,"2008"
"397","Green-lipped mussel","Starting Oct 2010",1.3407,"2010"
"398","Green-lipped mussel","Starting Oct 2011",1.6523,"2011"
"399","Green-lipped mussel","Starting Oct 2012",1.9029,"2012"
"400","Green-lipped mussel","Starting Oct 2013",3.8964,"2013"
"401","Green-lipped mussel","Starting Oct 2014",4.6502,"2014"
"402","Green-lipped mussel","Starting Oct 2015",6.7466,"2015"
"403","Green-lipped mussel","Starting Oct 2016",5.9983,"2016"
"404","Green-lipped mussel","Starting Oct 2017",8.488,"2017"
"405","Green-lipped mussel","Starting Oct 2018",7.5526,"2018"
"406","Green-lipped mussel","Starting Oct 2019",8.848,"2019"
"407","Green-lipped mussel","Starting Oct 2020",6.715,"2020"
"408","Grey Mullet","Starting Oct 2001",0.548625,"2001"
"409","Grey Mullet","Starting Oct 2002",0.4922,"2002"
"410","Grey Mullet","Starting Oct 2003",0.4613,"2003"
"411","Grey Mullet","Starting Oct 2004",0.7193,"2004"
"412","Grey Mullet","Starting Oct 2005",0.4845,"2005"
"413","Grey Mullet","Starting Oct 2006",0.7852,"2006"
"414","Grey Mullet","Starting Oct 2007",0.599,"2007"
"415","Grey Mullet","Starting Oct 2008",0.559433333333333,"2008"
"416","Grey Mullet","Starting Oct 2009",0.5651,"2009"
"417","Grey Mullet","Starting Oct 2010",0.51235,"2010"
"418","Grey Mullet","Starting Oct 2011",0.49735,"2011"
"419","Grey Mullet","Starting Oct 2012",0.425,"2012"
"420","Grey Mullet","Starting Oct 2013",0.4573,"2013"
"421","Grey Mullet","Starting Oct 2014",0.5945,"2014"
"422","Grey Mullet","Starting Oct 2015",0.9225,"2015"
"423","Grey Mullet","Starting Oct 2016",0.8413,"2016"
"424","Grey Mullet","Starting Oct 2017",0.7306,"2017"
"425","Grey Mullet","Starting Oct 2018",0.56245,"2018"
"426","Grey Mullet","Starting Oct 2019",0.6133,"2019"
"427","Grey Mullet","Starting Oct 2020",0.5995,"2020"
"428","Grey Mullet","Starting Oct 2021",0.519,"2021"
"429","Gurnard","Starting Oct 2001",0.30778,"2001"
"430","Gurnard","Starting Oct 2002",0.38744,"2002"
"431","Gurnard","Starting Oct 2003",0.52914,"2003"
"432","Gurnard","Starting Oct 2004",0.42862,"2004"
"433","Gurnard","Starting Oct 2005",0.56494,"2005"
"434","Gurnard","Starting Oct 2006",0.50812,"2006"
"435","Gurnard","Starting Oct 2007",0.49526,"2007"
"436","Gurnard","Starting Oct 2008",0.52908,"2008"
"437","Gurnard","Starting Oct 2009",0.47964,"2009"
"438","Gurnard","Starting Oct 2010",0.4625,"2010"
"439","Gurnard","Starting Oct 2011",0.67436,"2011"
"440","Gurnard","Starting Oct 2012",0.62638,"2012"
"441","Gurnard","Starting Oct 2013",0.69916,"2013"
"442","Gurnard","Starting Oct 2014",0.81895,"2014"
"443","Gurnard","Starting Oct 2015",0.71815,"2015"
"444","Gurnard","Starting Oct 2016",0.756625,"2016"
"445","Gurnard","Starting Oct 2017",0.749275,"2017"
"446","Gurnard","Starting Oct 2018",0.68672,"2018"
"447","Gurnard","Starting Oct 2019",0.7444,"2019"
"448","Gurnard","Starting Oct 2020",0.77786,"2020"
"449","Gurnard","Starting Oct 2021",0.75846,"2021"
"450","Hake","Starting Oct 2001",0.7907,"2001"
"451","Hake","Starting Oct 2002",0.985066666666667,"2002"
"452","Hake","Starting Oct 2003",0.862233333333333,"2003"
"453","Hake","Starting Oct 2004",0.873833333333333,"2004"
"454","Hake","Starting Oct 2005",0.9107,"2005"
"455","Hake","Starting Oct 2006",0.919166666666667,"2006"
"456","Hake","Starting Oct 2007",0.880866666666667,"2007"
"457","Hake","Starting Oct 2008",0.676933333333333,"2008"
